RedHouseSeries	EcoJive	14.0
tweetnewsglobal	ABC	14.0
lecorbonoir	RT_com	14.0
martacatpes	ABC	14.0
Carmenc108	NewEarthquake	14.0
131jamie	Michael5SOS	14.0
131jamie	Ashton5SOS	14.0
131jamie	Calum5SOS	14.0
Thomas_RBH	USRadioNews	14.0
IsBizzlerauhl	MILKTYSON	14.0
NodeSystems	NewEarthquake	14.0
Camilaaa95_	NiallOfficial	14.0
Plan_Prep_Live	earthquakeBot	14.0
YamyRivas	CNNEE	13.0
FariasMoraChris	NewEarthquake	13.0
gdgolly808	NewEarthquake	13.0
taniguchibob	USGSted	13.0
taniguchibob	USGSBigQuakes	13.0
minadhearu	NewEarthquake	13.0
PaliyPochi	NewEarthquake	13.0
Alertas100	NewEarthquake	13.0
cabtogo	NewEarthquake	13.0
131jamie	NiallOfficial	13.0
jeannettromero	NewEarthquake	13.0
JuneAbdul	RT_com	12.0
alegriagonzaa	reddeemergencia	12.0
agedchild003	NewsBreaker	12.0
Jepi666	ecuavisa	12.0
ricksonic	NewEarthquake	12.0
above_the_ocean	CLQuake_Tracker	12.0
maila_11	NewEarthquake	12.0
hectorin_perez	NewEarthquake	12.0
amishimul	YouTube	12.0
MrsNatash	profesortbaker	12.0
ddgbooks	profesortbaker	12.0
Fernanda_Belen	NewEarthquake	12.0
popper2011	NewEarthquake	12.0
luismundus	NewEarthquake	12.0
ruisaldanha	weatherchannel	12.0
Khalid_C11	profesortbaker	12.0
BabsVk	seismicupdate	12.0
der_bluthund	NewEarthquake	12.0
im_happy_Ithink	Ashton5SOS	12.0
dg_amg	AvrilLavigne	12.0
alvelizc95	NewEarthquake	12.0
Toetheline	NewEarthquake	12.0
eliclarodeluna	kerstinnopens	12.0
moontowersb	NewEarthquake	12.0
GrupoWurtlitzer	cbfelo1	11.0
CoalicionAnimal	NoticieroAnimal	11.0
INFOLACUSTRE	NewEarthquake	11.0
carlosserey	NewEarthquake	11.0
BrianBlues	everyEarthquake	11.0
LastQuake	USGSted	11.0
AnEarthman	USGSted	11.0
PRadventurers	QuakesToday	11.0
paulregabooks	profesortbaker	11.0
kudubaca	selenagomez	11.0
slimchick1900	NewEarthquake	11.0
RaulAPinto	SantiagoTimes	11.0
ikik_uwais	NewEarthquake	11.0
annaliseferla	JJUJWorld	11.0
eliclarodeluna	AngeLtongue	11.0
josueperezq	justinbieber	11.0
park_yeoI	iesrec	11.0
IWVCERT2014	earthquakeinfo	11.0
Gabygerm28	ladygaga	11.0
ibnaljebal	NewEarthquake	11.0
Biebshunter123	sanchezsammi	11.0
maritesanz	NewEarthquake	11.0
TodoEmergencia2	GrupoWurtlitzer	10.0
sileneramirez	ReutersLatam	10.0
DompetDhuafaDIY	infobencana	10.0
mcalvoperez	CNNChile	10.0
Ramey212	ShakingEarth	10.0
STcom	STForeignDesk	10.0
CRHEDgt	NewEarthquake	10.0
ludovr	NewEarthquake	10.0
Saajeda_B	NewEarthquake	10.0
Old_Man_Mack	USGSBigQuakes	10.0
ME_XoP	ShakingEarth	10.0
newage_author	profesortbaker	10.0
Nememiah	profesortbaker	10.0
sigr	mininaforever	10.0
ecuadorgeologic	NewEarthquake	10.0
IWVCERT2014	earthquakeBot	10.0
JaviSoon	justinbieber	10.0
sarahfriedland	CampaignMonitor	10.0
GabrielCFCchile	kellanlutz	10.0
marfnz	ShakingEarth	10.0
EdxBigBro	NewEarthquake	10.0
lorena2096	justinbieber	10.0
Beleenh_	NewEarthquake	10.0
juankelgordo	NewEarthquake	10.0
quickfoundnet	earthquakeBot	10.0
HazzaftClifford	Calum5SOS	10.0
TheGraceHoward	Luke5SOS	10.0
CrisArevalop	angelsotera	9.0
cbfelo1	GrupoWurtlitzer	9.0
NewsLark	NewsBreaker	9.0
mom22dd	breaking	9.0
HombredeRadio	biobio	9.0
DebbieKalata	weatherchannel	9.0
ME_XoP	NewEarthquake	9.0
jahfarini	ChannelNewsAsia	9.0
BenAlmendras	NewEarthquake	9.0
CeroEstress	teleSURtv	9.0
1pegasusgirl	ShakingEarth	9.0
556Juan	NewEarthquake	9.0
IpohHappenings	USGSBigQuakes	9.0
Matelamotgagot	EarthAlerts	9.0
Atenea2	NewEarthquake	9.0
RoyMardones	NewEarthquake	9.0
Stylomart	pakistani_news	9.0
nformant	EarthquakeNews	9.0
AttemptedAuthor	profesortbaker	9.0
BridgitteLesley	profesortbaker	9.0
Zombl337	ABC	9.0
Feyyer	dnarc44	9.0
jkaccinni	profesortbaker	9.0
sherylseal	profesortbaker	9.0
mab_75	mishacollins	9.0
Norm_Clark	profesortbaker	9.0
_el0quence_	ArianaGrande	9.0
milyrspr	TodoTiempo	9.0
stormchase3	seismicupdate	9.0
Oldlady12345	NewsBreaker	9.0
Nico_hmlaz	AvrilLavigne	9.0
AkemiPrado	AustinMahone	9.0
helobuff	NewEarthquake	9.0
ciskocar	NewEarthquake	9.0
KristenStewhair	NewEarthquake	9.0
Littleminilili	NewEarthquake	9.0
pablosotoval	NewEarthquake	9.0
joseph1991OY	NewEarthquake	9.0
JaimJue	NewEarthquake	9.0
Billekeingrid	EarthAlerts	9.0
Fris3a	Eminem	9.0
P4SIVASTYL3S	onedirection	9.0
AniiBieberHoran	justinbieber	9.0
KleinEugenio	NewEarthquake	9.0
EricDillion	NewEarthquake	9.0
darkparadaiser	jazmynbieber	9.0
miche_pp	JONBOOGIEE	9.0
LOUFTNI4LL	TheVampsBrad	9.0
asfkjhstyles	TheVampsCon	9.0
asfkjhstyles	TheVampsBrad	9.0
asfkjhstyles	TheVampsJames	9.0
asfkjhstyles	TheVampsTristan	9.0
CarlosLVillaT	teleSURtv	8.0
amonivargas	ReutersLatam	8.0
StevenCejas	NWS_NTWC	8.0
Opina_Colombia	ELTIEMPO	8.0
CarlosJoya2	ELTIEMPO	8.0
cabtogo	RT_com	8.0
ParadigmRadio	ShakingEarth	8.0
amidiabetic	iEarthquakes	8.0
Naychefsita	C5N	8.0
IsraelGarciaBae	SkyAlertMx	8.0
MonicaTellezG	ELTIEMPO	8.0
_AntonyHn	CNNEE	8.0
AbanteNews	NewEarthquake	8.0
tsunemitsu	NWS_PTWC	8.0
Stefanelli	ABC	8.0
LittUmanzor	NewEarthquake	8.0
maariaajs_	tctelevision	8.0
nicolasmolinach	NewEarthquake	8.0
CetyT	NewEarthquake	8.0
BreakingGen	YouTube	8.0
almendra_maite	justinbieber	8.0
lightl0v3	NewEarthquake	8.0
RorNotRed	NewEarthquake	8.0
RubenThen	NewEarthquake	8.0
juanzavaleta	YouTube	8.0
Time2WakeUpNews	YouTube	8.0
Anggi_Fatoni	cctv_america	8.0
marfnz	NewEarthquake	8.0
anitapatelmumba	RoomeeTimes	8.0
KCandlecheese	NewEarthquake	8.0
DivinoRodrigu10	NewEarthquake	8.0
AuthorJude_O	profesortbaker	8.0
mauriciosaezo	NewEarthquake	8.0
RobinGlasser1	profesortbaker	8.0
SherazKhanNYC	ABCWorldNews	8.0
SherazKhanNYC	BBCWorld	8.0
chileandesigner	NewEarthquake	8.0
spiritblack	NewEarthquake	8.0
ccornejov	NewEarthquake	8.0
AgustinRodrigu1	NewEarthquake	8.0
DGRDPasto	NewEarthquake	8.0
travelmoneyfind	FCOtravel	8.0
touchtree_co_uk	FCOtravel	8.0
R0TaM	NewEarthquake	8.0
PrivateEye01	BreakingNews	8.0
eliclarodeluna	PeaceAnd___Love	8.0
eliclarodeluna	WhiteAaron	8.0
nikoblasto	monetterie	8.0
share_rt	1400YearsAgo	8.0
MargaraOrtiz66	QuakesToday	8.0
flowerwonuu	ArianaGrande	8.0
MarfanSyndrome1	PzFeed	8.0
jwbolin	zkeefer	8.0
JamiMBrumfield	profesortbaker	8.0
starskrem	RT_com	8.0
TordoMariano	NewEarthquake	8.0
nouisxgirl	Michael5SOS	8.0
Mel_Storni	USGSBigQuakes	8.0
yerkofabian4	ChloeGMoretz	8.0
bobc_hsem	GDACS	8.0
alfrediu	NewEarthquake	8.0
katzeye75	NewEarthquake	8.0
park_yeoI	joaniarty	8.0
BootsNScarves_	NewEarthquake	8.0
jwbolin	JRHWriting	8.0
juanmanuelcalu2	ActualidadRT	7.0
florde_Lomas	24HorasTVN	7.0
MrCoolLooking75	weatherchannel	7.0
QuakeFJ	NWS_PTWC	7.0
velazquez160	NoticiasMVS	7.0
Rauldeportes	R_Contrastes	7.0
9NewsQueensland	9NewsAUS	7.0
ActorInFiji	NWS_PTWC	7.0
HVaughanJones	SkyWorldNews	7.0
Aurora19971	TelemundoNews	7.0
luisnbrito96	RT_com	7.0
Spike_Zombie	RT_com	7.0
wanta_know	RT_com	7.0
reddeemergencia	HombredeRadio	7.0
merinojoel	etallard	7.0
NormanDeArmond	RT_com	7.0
miryamperezorte	lahoraecuador	7.0
zzeendoSTARK	NewEarthquake	7.0
genteconvos	NewEarthquake	7.0
Negation2010	NewsBreaker	7.0
ChunchoXelMundo	ChileenIsrael	7.0
HoyJoya	ChannelNewsAsia	7.0
almendra_maite	AlfredoFlores	7.0
AngeloPena21	NewEarthquake	7.0
mediardian_	YouTube	7.0
CaraDeSilla	NewEarthquake	7.0
MaricieloCernaU	NewEarthquake	7.0
dAndrusco	NewEarthquake	7.0
marlene_cm	CNNMex	7.0
trackeractivity	PatrickMeier	7.0
Karyi789Yolanda	ABC	7.0
hadaricamil	NewEarthquake	7.0
infomitigasi	Recent_Quakes	7.0
JohnTM92	YouTube	7.0
Jesus_Rapture	YouTube	7.0
DjDiegoMasacre	DeLaGhettoReal	7.0
arman__92	NJerzyFireAlert	7.0
kudubaca	ladygaga	7.0
S_T_Hawthorne	profesortbaker	7.0
IARTG	profesortbaker	7.0
CFFBooks	profesortbaker	7.0
Edmundo_Ortiz_F	NewEarthquake	7.0
madnessxloop	NewEarthquake	7.0
guarenespacial	NewEarthquake	7.0
LablanchFanny	NewEarthquake	7.0
moncadanic22	NewEarthquake	7.0
jogasoca5	profesortbaker	7.0
Feyyer	Floridaline	7.0
RickyFebriand17	infobencana	7.0
AtuuySoccer	ABC	7.0
breakingACN	NewsBreaker	7.0
kellyduff3	HilaryDuff	7.0
dieselelephants	profesortbaker	7.0
lhidalgo0204	starbucksperu	7.0
GigiGraciette	MYFOXLA	7.0
eliclarodeluna	allow83	7.0
eliclarodeluna	SharonDepp	7.0
eliclarodeluna	MandyTheMystic	7.0
eliclarodeluna	CooksSTAYlouded	7.0
eliclarodeluna	Teeazza	7.0
BrandyLRivers	profesortbaker	7.0
usmilebizzle	justinbieber	7.0
LynnJepson1	EndTimeHeadline	7.0
_el0quence_	radiodisney	7.0
Project_MeetJus	justinbieber	7.0
1ChileanMahomie	AustinMahone	7.0
mcollazol	NewEarthquake	7.0
ReginaldStJohn	profesortbaker	7.0
FacuDowzuk	justinbieber	7.0
nouisxgirl	Calum5SOS	7.0
infobencana	NewEarthquake	7.0
yfukumura	NewEarthquake	7.0
tatisch14	NewEarthquake	7.0
mileyraysvictim	MileyCyrus	7.0
Mel_Storni	USGSted	7.0
Karpintera	NewEarthquake	7.0
davidtxu77	NewEarthquake	7.0
alfonyc	NewEarthquake	7.0
klcfuentes	NewEarthquake	7.0
Claudita2411	NewEarthquake	7.0
MPlazaF1	NewEarthquake	7.0
IsBizzlerauhl	CodySimpson	7.0
AryehsSharings	GDACS	7.0
Medicinnov8r	USGS	7.0
Lil_IrishFairy	NewEarthquake	7.0
felipecarrionc	NewEarthquake	7.0
valerierc2011	BuzzFeedStorm	7.0
jlopezt	NewEarthquake	7.0
cherrieesontop	NewEarthquake	7.0
MarvinErazo19	NewEarthquake	7.0
allpaulpaul	NewEarthquake	7.0
dirga_siregar	NewEarthquake	7.0
GAJA36	NewEarthquake	7.0
pediatra2012	NewEarthquake	7.0
poopsplat	ttimsmith	7.0
Al_Gratin11	NewEarthquake	7.0
SolangeAnjel	HCApeggy	7.0
Eleonora_Lion	NewEarthquake	7.0
sigr	Reynolds2G	7.0
NodeSystems	earthquakeBot	7.0
darkparadaiser	itsyoungrapper	7.0
merinojoel	NewEarthquake	7.0
XxHcastilloXx	Lizzeth_O	7.0
SraAlpatoroca	radiodisney	7.0
SraAlpatoroca	iambeckyg	7.0
rociodelgad0	justinbieber	7.0
terceraopcio	USGS	7.0
LOUFTNI4LL	TheVampsband	7.0
HazzaftClifford	TheVampsBrad	7.0
HazzaftClifford	TheVampsTristan	7.0
HazzaftClifford	TheVampsCon	7.0
HazzaftClifford	TheVampsJames	7.0
ZeynepAakarslan	seismicupdate	7.0
ALEXITHI	NewEarthquake	7.0
xkinngg	YourAnonNews	6.0
BeckyShockMay	NWS_PTWC	6.0
AmBeautifulShow	RT_com	6.0
556Juan	wikisismos	6.0
alexrecargado	reddeemergencia	6.0
xjamesx1999	YourAnonNews	6.0
velazquez160	CNNMex	6.0
9NewsMelb	9NewsAUS	6.0
ReporteNi	moncadanic22	6.0
RickDjMx	SkyAlertMx	6.0
YourNewsGirl	ABC	6.0
khlagno	ShakingEarth	6.0
gracieocampo	SkyAlertMx	6.0
carmendcast	CNNEE	6.0
DisasterChannL	NWS_PTWC	6.0
Aline_Carr	rqskye	6.0
knxrory	KNX1070	6.0
KNX1070	knxrory	6.0
GLADYSLEGUIZAM3	iasdchile	6.0
InfoPurpala	infobencana	6.0
carlos74992398	CNNEE	6.0
Bestravel1	CNNChile	6.0
Saajeda_B	NWS_PTWC	6.0
SoyDulcete_	DulceMaria	6.0
LuzEugeniaS	reddeemergencia	6.0
Kenneth3010	CNNEE	6.0
AldonzaLorenza	reddeemergencia	6.0
camilam79851970	echaparror	6.0
greenbayhstyles	DonDatos	6.0
_Malperro	Dama_Tarot	6.0
zeeus_	YourAnonNews	6.0
mcalvoperez	biobio	6.0
Jepi666	CanalUnoTv	6.0
AGranfer	biobio	6.0
AbsoluteRNews	latimes	6.0
ArabNewsRt4	latimes	6.0
DanielCastell	ABC	6.0
quirkyme	SantiagoTimes	6.0
MaximoLara	HollysanchezRD5	6.0
jahfarini	STForeignDesk	6.0
KyleMason943	PzFeed	6.0
sebagamboa_	NewEarthquake	6.0
angelicasanch82	SIN24Horas	6.0
Brandon_Ovalle	NewEarthquake	6.0
venezolanocomum	NewEarthquake	6.0
engelstad_b	NewEarthquake	6.0
HannahMajem	NewEarthquake	6.0
JulyReports	NewEarthquake	6.0
AminFraud	NewEarthquake	6.0
theamazon1	NewEarthquake	6.0
Lkmtva35	NewEarthquake	6.0
ginamcnaughton	NewEarthquake	6.0
BuzzFeedNews	BuzzFeedStorm	6.0
skull322	YouTube	6.0
kuins	EarthAlerts	6.0
Matelamotgagot	ShakingEarth	6.0
MarkPlackett1	CPPGeophysics	6.0
mariaressa	rapplerdotcom	6.0
j_ozec	Taengerous	6.0
juancardenasM93	NewEarthquake	6.0
AbsoluteRNews	NBCNewsWorld	6.0
Numir	NewEarthquake	6.0
AuthorMAGrace	profesortbaker	6.0
RossanaCondoleo	profesortbaker	6.0
_Ombres_	BreakingNews	6.0
SherazKhanNYC	tv6tnt	6.0
RockDocInLV	seismo_steve	6.0
TomFlowers	NBCNews	6.0
LucaRossi369	profesortbaker	6.0
CameraguyRob	NewEarthquake	6.0
Pamealc_75	tinasmailbox	6.0
DmJeferson	Diime_Daniiel	6.0
Panteralandia	YouTube	6.0
lilian3roberts	profesortbaker	6.0
spstrasser	SVorreiter	6.0
Feyyer	CrookedBeggar	6.0
anonymous5595	newstome72	6.0
nicoortega5	NewEarthquake	6.0
taniguchibob	LiveEarthquakes	6.0
Pauli_M_A	BenjaminLasnier	6.0
_seriogin_	NewEarthquake	6.0
MtnMoxieGirl	profesortbaker	6.0
eliclarodeluna	nairod928	6.0
RyGuySF	thinkspace	6.0
RectorWriter	profesortbaker	6.0
timeleaperhappy	felipemalu	6.0
ruisaldanha	quakelist	6.0
aothitis	profesortbaker	6.0
edmozzuk	conciertoradio	6.0
lorena2096	pattiemallette	6.0
Chile_Thescript	Thescriptlatino	6.0
jwbolin	Franpro31	6.0
nytamguille	NewEarthquake	6.0
fraile	quakefeed	6.0
PrimePetsUK	HuffPostGreen	6.0
gabsep	Euphorian54	6.0
park_yeoI	ptxprince	6.0
SanchezgPamela	NewEarthquake	6.0
gonggiba	B1A4_gongchan	6.0
gonggiba	_jinyoung911118	6.0
gonggiba	BARO920905	6.0
gonggiba	SANDEUL920320	6.0
gonggiba	B1A4_CNU	6.0
RealRedCrisp	PzFeed	6.0
VOSTpanama	NewEarthquake	6.0
monamala	NewEarthquake	6.0
vlema	NewEarthquake	6.0
harper_rory	QuakesToday	6.0
mapmerlo3	NewEarthquake	6.0
translatorbali	BNPB_Indonesia	6.0
GuillermoJerez	NewEarthquake	6.0
JennyMoraR	NewEarthquake	6.0
heatheralmost	QuakesToday	6.0
IsBizzlerauhl	kenzielytlee	6.0
cwharlow	RT_com	6.0
Ramey212	PzFeed	6.0
pajarracovip	NewEarthquake	6.0
tierrasalvaje	NewEarthquake	6.0
CJSilvaMorales	NewEarthquake	6.0
park_yeoI	michaeIjones	6.0
angel_ponders	NewEarthquake	6.0
JANETHME34	NewEarthquake	6.0
cfdrok	NewEarthquake	6.0
GFuentesC	NewEarthquake	6.0
FlockonUS	NewEarthquake	6.0
gdgolly808	ShareThis	6.0
ArthCandbatt	NewEarthquake	6.0
ruisaldanha	BigEarthquakes	6.0
hejudazopyh	cnnbrk	6.0
Roosi_Gallinger	radiodisney	6.0
calumpulses	AustinMahone	6.0
christian_arr	BloodyBeetroots	6.0
christian_arr	lollapaloozacl	6.0
cuwynyfiwod	cnnbrk	6.0
Andrea_OD_89	NiallOfficial	6.0
park_yeoI	vaIensi	6.0
TORIADACHI	ashapey	6.0
MarceloFTorresV	NewEarthquake	6.0
HombredeRadio	NewEarthquake	6.0
57Maree	QuakesToday	6.0
leighblue	itsmotherswork	6.0
EriiziitowBS	lbozoo	6.0
elsadearen	princess_anna67	6.0
bixenlwt	Calum5SOS	6.0
nouisxgirl	Ashton5SOS	6.0
nouisxgirl	Luke5SOS	6.0
anhzll	ArianaGrande	6.0
grizel1977	NewEarthquake	6.0
Jenn_Ramirez_	BreakingNewsChi	5.0
HumanityRoad	CruzRojaInforma	5.0
ginamcnaughton	NWS_PTWC	5.0
PurpleGimp	rqskye	5.0
Marcygrace7	CNNEE	5.0
EpicCosmos	NWS_PTWC	5.0
TodosNetwork	TO2Uruguay	5.0
samehfayed	YourAnonNews	5.0
TheTodayShow	9NewsAUS	5.0
Jew_Pakistani	RT_com	5.0
KStheKopite	ChannelNewsAsia	5.0
MinuteMan40	RT_com	5.0
Aline_Carr	HumanityRoad	5.0
anon_pal	YourAnonNews	5.0
TodoTiempo	radarcaribe	5.0
rvegav	InfoBomberos	5.0
Zabreenuh	YourAnonNews	5.0
Kumamonsj	RT_com	5.0
MarkSchumacker	RT_com	5.0
tenspider_wx	ShakingEarth	5.0
GLADYSLEGUIZAM3	CNNEE	5.0
ShumbaGong	JuneAbdul	5.0
tenspider_wx	rqskye	5.0
Oldlady12345	AC360	5.0
swellyn	rqskye	5.0
LauReyes_	HombredeRadio	5.0
BaarahK	JuneAbdul	5.0
harrycovair	NWS_PTWC	5.0
SantiGurtubay	Joelber_fcp	5.0
LACoLifeguards	NWS_PTWC	5.0
juanedochavez	HombredeRadio	5.0
CarlesZans	ElTitularSv	5.0
jairarana	RT_com	5.0
Atenea2	NoticieroAnimal	5.0
Dopplertom	NWS_PTWC	5.0
arebolledoes	rescatessinfron	5.0
LeninSnoop	ReporteNi	5.0
NBCLA	gadinbcla	5.0
davidmunozAM	WorldVisionLAC	5.0
artaroo2001	SkyAlertMx	5.0
MalcolmSpark	YourAnonNews	5.0
9NewsAdel	9NewsAUS	5.0
GalloDeSocrates	HombredeRadio	5.0
fabiancarrillo7	HombredeRadio	5.0
alegriagonzaa	24HorasTVN	5.0
paulinita79	HombredeRadio	5.0
Bomba_Esmeralda	echaparror	5.0
Billekeingrid	equakea	5.0
Dama_Tarot	rescatessinfron	5.0
terrible_bio	DonDatos	5.0
_marian_villa	CNNMex	5.0
jesuszdboy	rogergzz	5.0
reddeemergencia	biobio	5.0
Cristhyn3000	reddeemergencia	5.0
K9christopher	Alerta_Noticias	5.0
cp24co	RT_com	5.0
americana7415	ELTIEMPO	5.0
slvrfnx	HumanityRoad	5.0
aragonzalez96	MauricioAmpuero	5.0
fernandoTLMDO	TelemundoNews	5.0
mysolmar2walker	NoticieroAnimal	5.0
kitaquchi	CNNEE	5.0
kattierock	24HorasTVN	5.0
teleSURtv	BeatrizteleSUR	5.0
quirkyme	AlexandraUlmer	5.0
AbsoluteRNews	CBCNews	5.0
marcia_ocares	ABC	5.0
PekeRomi16	NewEarthquake	5.0
CristhianMezaMo	NewEarthquake	5.0
youngestbrother	NewEarthquake	5.0
Rum_Maniac	NewEarthquake	5.0
Carte0Luis	NewEarthquake	5.0
DragonAnimeBall	YouTube	5.0
jahfarini	STcom	5.0
mepa29	NewEarthquake	5.0
GShah2	CP24	5.0
HopeFuel	operationbless	5.0
lumezgo77	NewEarthquake	5.0
Invasion809	TeamPAPii	5.0
HolisticLapis	NewEarthquake	5.0
yonathan876	reddeemergencia	5.0
Giangi_Ceresara	YourAnonNews	5.0
FreddyBarros	fmmundo	5.0
BrendonAberdeen	NewEarthquake	5.0
1pegasusgirl	QuakesToday	5.0
Argillano	AlertNet	5.0
almendra_maite	pattiemallette	5.0
adreeyanna_	ABC	5.0
FeelinGod_x3	Randall_khalifa	5.0
carlsantini	ABC	5.0
siete_pe	PeruNews	5.0
OneStoryNews	cnnbrk	5.0
valsurbio	webcamsdemexico	5.0
emiryoh	NewEarthquake	5.0
Yanina_Romero	BreakingNews	5.0
kiqueLpz_	USGSted	5.0
Saajeda_B	USGSBigQuakes	5.0
AbsoluteRNews	BreakingNews	5.0
10NewsFirstMelb	lachlan_kennedy	5.0
mcastigarcia	NTN24	5.0
Ezquimal	NewEarthquake	5.0
dicamilu	NewEarthquake	5.0
olaura73_lau	CNNMex	5.0
leybincuenca	NewEarthquake	5.0
CDMXsinCorridas	NoticieroAnimal	5.0
jollymatharu	ndtv	5.0
Oldlady12345	NBCNews	5.0
Oldlady12345	BreakingNews	5.0
gsolis80	NewEarthquake	5.0
rashidaldosari	BreakingNews	5.0
cpatriciacruz	NewEarthquake	5.0
CHILENUS_wine	BuzzFeedNews	5.0
vladtronko	YourAnonNews	5.0
nrodovsky	ABC	5.0
1ionsx	everyEarthquake	5.0
DarkSapiens	elakdawalla	5.0
aandreavitch	josephjett	5.0
FunKnjaZZy	iEarthquakes	5.0
