ID	User	FollowersCount	Tweet	CreatedAt	RetweetCount	Truncated	Language	PossiblySensitive	IsLocationAvailable	Retweeted	ScreenNameResponse	UserIDResponse	FriendsCount	ListedCount	UserFavouritesCount	StatusesCount	UserLocation	UserCreatedAt	UserActiveDays	FavoriteCount	EntitiesUrls	EntitiesUrlsCount	EntitiesHashtags	EntitiesHashtagsCount	EntitiesMentions	EntitiesMentionsCount	EntitiesMentionIds	InReplyToScreenName	Source	UserProfileImage	NumCharacters	NumWords	RetweetedUser	RetweetedUserScreenNameResponse	RetweetedUserFollowersCount	RetweetedUserListedCount	RetweetedUserStatusesCount	RetweetedUserLocation	RetweetedUserCreatedAt	Label
578709341492019200	loganweatherwatch	110	TROPICAL CYCLONE NATHAN.. THE CYCLONE THAT JUST KEEPS ON GIVING...   10.00 AM UPDATE *** TC NATHAN EXPECTED TO... http://t.co/dzHXUt1e3F	20-3-2015 00:07:13	0	False	en	False	False	False	Logan_WW	2241772176	23	0	0	2971	Logan City and surrounds, Qld	12-12-2013 04:15:22	462	0	http://t.co/dzHXUt1e3F	1	Null	0	Null	0	Null	Null	<a href="http://www.facebook.com/twitter" rel="nofollow">Facebook</a>	Null	136	19	Null	Null	Null	Null	Null	Null	Null	other_useful_information
577376430180315136	Angela 🌑 🦃 🥧	1806	Send cash to UNICEF, Red Cross, relevant NGOs to help Vanuatu #NativeAffairs	16-3-2015 07:50:42	0	False	en	False	False	False	seawall	11391102	481	104	415492	116791	Te Whanganui-a-Tara	21-12-2007 01:30:08	2642	2	Null	0	NativeAffairs	1	Null	0	Null	Null	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	76	12	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
576874396993785858	Alison Caldwell ✨	1663	RT @CARE: Photos of #CyclonePam aftermath in #Vanuatu shared by @CARE staff. http://t.co/X7rnAHSKcW @cnnireport  #TCPam http://t.co/h9vszxs…	14-3-2015 22:35:48	55	False	en	False	False	True	AMCaldwell1	2951462706	3856	30	1427	4157	Melbourne	30-12-2014 05:26:58	74	0	http://t.co/X7rnAHSKcW	1	CyclonePam,Vanuatu,TCPam	3	CARE,CARE,cnnireport	3	16834046,16834046,1044605918615412736	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	140	17	CARE (care.org)	CARE	1272525	7134	32210	Atlanta	18-10-2008 01:35:47	not_related_or_irrelevant
576525906346311680	Ramy Jabbar	5570	Deaths feared as cyclone Pam crosses Vanuatu and heads for New Zealand: Cyclone Pam has intensified as it move... http://t.co/QDFoaRpWkf	13-3-2015 23:31:02	0	False	en	False	False	False	Ramdog1980	369760961	6065	372	4342	1989417	Paterson, NJ	7-9-2011 22:15:45	1283	0	http://t.co/QDFoaRpWkf	1	Null	0	Null	0	Null	Null	<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>	Null	136	20	Null	Null	Null	Null	Null	Null	Null	injured_or_dead_people
576916057736138753	👤	542	Like martin do pam bitch get out	15-3-2015 01:21:21	0	False	en	False	False	False	Trill_quille	465249565	275	5	2144	45735	Trinidad ❤️⚪️⚫️ 	16-1-2012 04:17:52	1153	0	Null	0	Null	0	Null	0	Null	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	32	7	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
580452053752942592	Rob Peterman	17	RT @OCHAAsiaPac: 65,000 people in #Vanuatu are in need of temporary emergency shelter #TCPam http://t.co/rFGmbX2gCM	24-3-2015 19:32:08	28	False	en	False	False	True	Rpeterman1992	2966616148	33	1	2	101	Null	7-1-2015 19:59:35	75	0	http://t.co/rFGmbX2gCM	1	Vanuatu,TCPam	2	OCHAAsiaPac	1	846652436	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	115	15	UN OCHA Asia Pacific	OCHAAsiaPac	14371	601	8076	Bangkok	26-9-2012 02:53:55	donation_needs_or_offers_or_volunteering_services
582063282359562240	JenEvents	207	First dance as husband and wife! Congratulations Marco and Pam!! #wedding #weddingcoordinator #JenEvents... http://t.co/Q3SAUIImnf	29-3-2015 06:14:35	0	False	en	False	False	False	jeneventsca	2698965746	294	14	149	1202	Southern California	1-8-2014 18:50:45	239	0	http://t.co/Q3SAUIImnf	1	wedding,weddingcoordinator,JenEvents	3	Null	0	Null	Null	<a href="http://www.facebook.com/twitter" rel="nofollow">Facebook</a>	Null	130	14	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
577761787912720384	Keira Glasgow	109	RT @Colincvr: OxfamInVanuatu: many people are living in evacuation centres at schools in PVila - this one at Freshwota #CyclonePam http://t…	17-3-2015 09:21:59	4	False	en	False	False	True	KeiraGTheEpi	2193181656	255	4	224	523	Sydney, AUS	14-11-2013 00:13:02	488	0	Null	0	CyclonePam	1	Colincvr	1	2367477707	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	140	21	Colin	Colincvr	518	64	8106		26-2-2014 19:15:33	displaced_people_and_evacuations
576603239694487552	RQ Skye	1661	Update: PacificIslandLiving: Digicel phones seem 2b working again in #PortVila. Don't call unless an emergency pls. Text/sms instead.'#TCPam	14-3-2015 04:38:19	3	False	en	False	False	False	rqskye	104342504	1708	267	18990	246560	Null	13-1-2010 01:51:53	1886	0	Null	0	PortVila,TCPam	2	Null	0	Null	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	140	18	Null	Null	Null	Null	Null	Null	Null	other_useful_information
578785626474082304	VSA New Zealand	3243	All 23 VSA volunteers and staff in Vanuatu now confirmed safe and well. Read more: http://t.co/tSS06d9UyZ #CyclonePam	20-3-2015 05:10:21	3	False	en	False	False	False	VSAvolunteer	309386274	1369	76	699	7145	Wellington	2-6-2011 00:47:51	1387	3	http://t.co/tSS06d9UyZ	1	CyclonePam	1	Null	0	Null	Null	<a href="http://www.hootsuite.com" rel="nofollow">Hootsuite</a>	Null	117	17	Null	Null	Null	Null	Null	Null	Null	sympathy_and_emotional_support
580888918259863552	Bethany Jennings	450	Relationship goal is jim and Pam the office season 5/6	26-3-2015 00:28:05	1	False	en	False	False	False	Bjenningsxo	716591352	713	6	5446	7624	isle of wight	25-7-2012 19:11:04	973	1	Null	0	Null	0	Null	0	Null	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	54	10	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
576899716757241856	girl with the possum tattoo	601	Dwight loves Pam and it's adorable	15-3-2015 00:16:25	0	False	en	False	False	False	void_desert	2207669330	284	9	18338	50338	🌈	21-11-2013 19:03:10	478	0	Null	0	Null	0	Null	0	Null	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	34	6	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
576708663869464576	♫→Willy Del'Patio← ♫	634	As cyclone rips Vanuatu, many people without protection:	14-3-2015 11:37:14	0	False	en	False	False	False	willyfelipe1	785527178	169	34	56	400860	Null	27-8-2012 21:34:30	928	0	Null	0	Null	0	Null	0	Null	Null	<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>	Null	56	8	Null	Null	Null	Null	Null	Null	Null	displaced_people_and_evacuations
580219792373645313	Suzie Best	894	RT @HumanityNews: News:  Vanuatu: UNICEF provides life-saving medical equipment and medicine to Vanuatu's children http://t.co/w5QQNaM9Sn	24-3-2015 04:09:13	1	False	en	False	False	True	SuzieQutzie	1034435334	1933	39	14938	23094	Wild West Coaster!	25-12-2012 09:45:28	818	0	http://t.co/w5QQNaM9Sn	1	Null	0	HumanityNews	1	69533246	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	137	16	Humanitarian News	HumanityNews	28619	972	923797	Rome, Italy	28-8-2009 07:40:11	donation_needs_or_offers_or_volunteering_services
575858180917342208	Anthony John Burke	309	RT @disasteraware: #CYCLONE Alert-Update: Tropical Cyclone - Pam Severity: WARNING, Max Winds 213kph/132mph, Gusts of 259kph/161mph http://…	12-3-2015 03:17:43	1	False	en	False	False	True	pixelboxer	427153231	714	20	2024	1216	Bangkok, Thailand	3-12-2011 05:30:16	1194	0	Null	0	CYCLONE	1	disasteraware	1	85636450	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	140	17	DisasterAWARE	disasteraware	6579	420	22521		27-10-2009 19:02:39	other_useful_information
578968024973242368	World Economic Forum	685829	How can Vanuatu’s tourism industry recover after Cyclone Pam? http://t.co/Zl32COcrSD http://t.co/cjHsBckl7v	20-3-2015 17:15:08	4	False	en	False	False	False	Davos	102700680	934	5276	13717	43137	Geneva, Switzerland	7-1-2010 14:55:58	1898	3	http://t.co/Zl32COcrSD	1	Null	0	Null	0	Null	Null	<a href="https://buffer.com" rel="nofollow">Buffer</a>	Null	107	11	Null	Null	Null	Null	Null	Null	Null	other_useful_information
578804555749552128	Andrew Griffiths	1558	RT @climatecouncil: The damage caused by Cyclone Pam through widespread flooding was exacerbated by climate change http://t.co/6p7SThrGk5 h…	20-3-2015 06:25:34	8	False	en	False	False	True	Profagriffiths	2931747925	1407	218	12237	18699	Queensland, Australia	16-12-2014 02:03:48	94	0	http://t.co/6p7SThrGk5	1	Null	0	climatecouncil	1	1892683062	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	140	18	Climate Council	climatecouncil	48820	987	18491	Australia	22-9-2013 06:29:31	other_useful_information
576703031573614593	Anonymous	797	Dozens feared dead as cyclone hits island nation of Vanuatu http://t.co/SP197U0IGN  http://t.co/TZTKL8FbDj	14-3-2015 11:14:52	3	False	en	False	False	False	anonOPERATI0N	790349856	94	39	5862	18351	Null	29-8-2012 23:22:42	926	0	http://t.co/SP197U0IGN	1	Null	0	Null	0	Null	Null	<a href="https://mobile.twitter.com" rel="nofollow">Mobile Web (M2)</a>	Null	106	13	Null	Null	Null	Null	Null	Null	Null	injured_or_dead_people
577322147183521792	ACREM	1720	RT @IvanCNN Cargo plane flies in over a village flooded by last Friday's Cyclone Pam on the outskirts of Port... http://t.co/gENikoIqBG	16-3-2015 04:15:00	0	False	en	False	False	False	cbemergency	70705737	464	193	21	90534	NSW, QLD, VIC, WA	1-9-2009 15:27:15	2021	0	http://t.co/gENikoIqBG	1	Null	0	IvanCNN	1	85243004	Null	<a href="http://www.facebook.com/twitter" rel="nofollow">Facebook</a>	Null	135	20	Null	Null	Null	Null	Null	Null	Null	other_useful_information
576705763801985024	World Vision UK News	2162	#WorldVision Chloe told @BBCNewsChannel "Part of the emotional strain of #CyclonePam is residents knew...&amp; had to wait over a week for it"	14-3-2015 11:25:43	0	False	en	False	False	False	WVUKNews	492100821	1190	57	84	5093	Null	14-2-2012 10:41:12	1124	0	Null	0	WorldVision,CyclonePam	2	BBCNewsChannel	1	236341018	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	142	22	Null	Null	Null	Null	Null	Null	Null	other_useful_information
576653153128439808	Chicago agent	1333	Cyclone Pam Rips Through Vanuatu in South Pacific #Chicago, Illinois, Windy City,  http://t.co/lFlpo8bSr1	14-3-2015 07:56:40	0	False	en	False	False	False	chicago__agen	2349870360	1573	158	0	183643	Null	18-2-2014 09:56:22	388	0	http://t.co/lFlpo8bSr1	1	Chicago	1	Null	0	Null	Null	<a href="http://apitower.com/" rel="nofollow">ApitTower</a>	Null	105	14	Null	Null	Null	Null	Null	Null	Null	other_useful_information
580500687953477632	757Live Philippines	307	#The UN asks for $38m to help Vanuatu - Sky News Australia http://t.co/zEH1f7JtYM	24-3-2015 22:45:23	0	False	en	False	False	False	757LivePH	2426481316	85	45	0	53635	Philippines	21-3-2014 08:34:20	368	0	http://t.co/zEH1f7JtYM	1	The	1	Null	0	Null	Null	<a href="https://ifttt.com" rel="nofollow">IFTTT</a>	Null	81	13	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
576858370650439680	Lainey	8557	RT @rnz_news: NZers urged to prepare for Cyclone Pam http://t.co/fdLi8llPzj	14-3-2015 21:32:07	3	False	en	False	False	True	NZLainey	546616207	4322	106	89524	79958	Aotearoa New Zealand	6-4-2012 07:44:03	1072	0	http://t.co/fdLi8llPzj	1	Null	0	rnz_news	1	7025472	Null	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	75	10	RNZ News	rnz_news	48714	805	162343	New Zealand	22-6-2007 22:26:43	donation_needs_or_offers_or_volunteering_services
577886820329000960	Taylan	248	@SlackedTourneys Abrupt Cyclone Abrupt Stealth	17-3-2015 17:38:49	0	False	en	False	False	False	TPCyclone	1144668434	417	0	6787	4283	Newcastle	3-2-2013 09:14:12	772	1	Null	0	Null	0	Null	0	Null	Kdogey	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	46	5	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
577325320463765504	Sheila Q	227	FAST FACTS: Vanuatu: land of poverty and beauty: SUVA, Fiji – The south Pacific nation of Vanuatu hamm... http://t.co/3FzB79JHxa #beauty	16-3-2015 04:27:37	0	False	en	False	False	False	SQuickley	2667655766	475	93	22	43532	United States	22-7-2014 00:52:12	237	0	http://t.co/3FzB79JHxa	1	beauty	1	Null	0	Null	Null	<a href="http://twitterfeed.com" rel="nofollow">twitterfeed</a>	Null	136	20	Null	Null	Null	Null	Null	Null	Null	other_useful_information
576729944350322689	Aldrich	99	"I am a human...a detective and a Kamen Rider!"- Philip (Kamen Rider W's right side/ Kamen Rider Cyclone)	14-3-2015 13:01:48	0	False	en	False	False	False	Hiderazu	795165614	72	1	10	71988	Null	1-9-2012 02:42:42	924	0	Null	0	Null	0	Null	0	Null	Null	<a href="http://twittbot.net/" rel="nofollow">twittbot.net</a>	Null	105	18	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
576210782209368065	Stuff	186735	Gisborne warned to batten down the hatches for #CyclonePam http://t.co/LDuTKIHQOL Photo: @MetService http://t.co/EAXINJWUxb	13-3-2015 02:38:50	5	False	en	False	False	False	NZStuff	15577108	787	1678	229	285207	New Zealand	24-7-2008 03:59:45	2422	2	http://t.co/LDuTKIHQOL	1	CyclonePam	1	MetService	1	18436379	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	123	13	Null	Null	Null	Null	Null	Null	Null	caution_and_advice
580931151390470144	chella 💟	158	@Fredomontojug @pamelagutiii please Pam tell him u don't like him like Tht so he can just stfu	26-3-2015 03:15:54	0	False	en	False	False	False	TurciosMichelle	1456989444	234	1	1496	2290	Tampa, FL	25-5-2013 13:42:37	669	0	Null	0	Null	0	Fredomontojug	1	3053237227	Fredomontojug	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	Null	94	17	Null	Null	Null	Null	Null	Null	Null	not_related_or_irrelevant
576613603492507648	💧George Crisp	2782	RT @pandible: Don't forget the costs of #naturaldisaster aftermaths (eg #CyclonePam) - Prof Lesley Hughes &amp; @McKenzieAmanda #IDEA15 http://…	14-3-2015 05:19:30	3	False	en	False	False	True	DrGCrisp	157568648	3329	161	35255	38980	Perth, Western Australia	20-6-2010 05:53:00	1727	0	Null	0	naturaldisaster,CyclonePam,IDEA15	3	pandible,McKenzieAmanda	2	3024714506,22107914	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	144	19	Amanda Zhou	pandible	253	11	917	Australia	18-2-2015 04:03:01	caution_and_advice
577829109360762881	Sangeetha	199	RT @micnews: A major cyclone in Vanuatu has left at least 24 dead http://t.co/HPnQDCOGMl http://t.co/N49Cit36QI	17-3-2015 13:49:29	4	False	en	False	False	True	singularsangeet	2636126252	454	6	978	4380	England, United Kingdom	13-7-2014 10:55:33	247	0	http://t.co/HPnQDCOGMl	1	Null	0	micnews	1	738709709608353792	Null	<a href="https://mobile.twitter.com" rel="nofollow">Mobile Web (M2)</a>	Null	111	15	Mic	mic	188078	4306	90874	NYC	4-5-2010 01:19:41	injured_or_dead_people
580036198833352704	p stands for paper rings	5622	RT @endupdreaming: @selflesswift PAM &amp; MELA, i hope you get it bc that took 0 minutes to come up 😂👋	23-3-2015 15:59:41	1	False	en	False	False	True	explicitswifts	304921478	768	81	168998	89732	dc | mcu | brie larson’s arms	25-5-2011 10:14:15	1398	0	Null	0	Null	0	endupdreaming,selflesswift	2	3108002626,3276020012	Null	<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>	Null	105	20	lover 🦋 melanie	starksflys	2723	32	70339		14-11-2013 02:03:29	not_related_or_irrelevant
577511375213236224	Mary Wollstonecraft #FDRDemocrat #VoteBlue	1727	RT @Watchdogsniffer: 150,000 people just had their homes wiped out in #Vanuatu BUT...the newsbeat goes on wasting time on Hillary's email. …	16-3-2015 16:46:56	5	False	en	False	False	True	nayasala	101532348	2159	589	47789	317466	#1A #25A @DemSocialists	3-1-2010 17:46:46	1897	0	Null	0	Vanuatu	1	Watchdogsniffer	1	279164084	Null	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>	Null	140	22	Watchdog Progressive	Watchdogsniffer	11472	781	310621	California, USA	8-4-2011 18:24:38	infrastructure_and_utilities_damage
580091914428497921	RoscoBrittin	369	RT @ChronicleBooks: The bakesale is on! Stop by 680 2nd Street and donate to help those affected by the cyclone in #Vanuatu http://t.co/vas…	23-3-2015 19:41:04	2	False	en	False	False	True	roscobrittin	833104128	183	53	1156	4570	London	19-9-2012 11:22:12	915	0	Null	0	Vanuatu	1	ChronicleBooks	1	14217286	Null	<a href="http://www.twitter.com" rel="nofollow">Twitter for Windows Phone</a>	Null	140	23	Chronicle Books	ChronicleBooks	103463	3196	20700	San Francisco	25-3-2008 17:40:49	donation_needs_or_offers_or_volunteering_services
575826483983224834	Maria Matthews	1148	RT @SBSNews: Cyclone Nathan maintains U-turn trajectory http://t.co/FnJLOEPRxV http://t.co/iIFdOMoW0n	12-3-2015 01:11:46	4	False	en	True	False	True	MariaMatthews5	596338727	392	169	284133	214238	Adelaide South Australia	1-6-2012 10:32:21	1013	0	http://t.co/FnJLOEPRxV	1	Null	0	SBSNews	1	8197942	Null	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>	Null	101	9	SBS News	SBSNews	336631	3631	141118	Australia	15-8-2007 06:40:45	other_useful_information
577319932980924416	けいぶる・ぼーく	1652	RT @UnicefAsiaPac: Early photos of the devastation left behind by #CyclonePam in #Vanuatu, from @UNICEFPacific @UNICEF - http://t.co/PTnHrg…	16-3-2015 04:06:12	5	False	en	False	False	True	madfall1213	585191650	3304	59	158343	737066	日本国	19-5-2012 23:42:03	1030	0	Null	0	CyclonePam,Vanuatu	2	UNICEFPacific,UNICEF	2	329479620,33933259	Null	<a href="http://twtr.jp" rel="nofollow">Keitai Web</a>	Null	140	18	UNICEF East Asia Pacific	UNICEF_EAPRO	8428	223	3396	Bangkok, Thailand	15-6-2011 02:44:30	infrastructure_and_utilities_damage
576266640192471040	SenatorForQueensland #ClimateEmergency	3645	RT @VicStormChasers: *** VSC BREAKING NEWS *** *** TROPICAL CYCLONE UPDATE *** #tropicaltrio #tcpam #tcnathan #tcolwyn... http://t.co/5iKUw…	13-3-2015 06:20:48	1	False	en	False	False	True	Senator4QldAus	220543970	5001	464	29340	187721	Queensland Australia Global 	28-11-2010 03:00:56	1566	0	Null	0	tropicaltrio,tcpam,tcnathan,tcolwyn	4	VicStormChasers	1	616111779	Null	<a href="http://www.twitter.com" rel="nofollow">Twitter for Windows Phone</a>	Null	140	15	Vic Storm Chasers	VicStormChasers	6894	151	45966	Melbourne, Victoria	23-6-2012 11:27:17	other_useful_information
577331443828797440	@//erebored	1148	day after supposed cyclone : http://t.co/2cHiCtG1Mm	16-3-2015 04:51:57	0	False	en	False	False	False	hailatwell	782001158	417	7	2931	14101	middle-earth; nz	26-8-2012 08:20:44	931	0	Null	0	Null	0	Null	0	Null	hailatwell	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	Null	51	6	Null	Null	Null	Null	Null	Null	Null	other_useful_information
577018870801801216	BathShortStoryAward	13007	@TrishaNicholson thinking of you and hope you've escaped the cyclone. X	15-3-2015 08:09:53	0	False	en	False	False	False	BathStoryAward	575348076	7872	308	7587	28669	Bath	9-5-2012 11:18:15	1039	0	Null	0	Null	0	TrishaNicholson	1	237461194	TrishaNicholson	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>	Null	71	11	Null	Null	Null	Null	Null	Null	Null	sympathy_and_emotional_support
577170999055130625	Tom Brookes	1129	Humanitarian crisis in Vanuatu in the aftermath of Cyclone Pam | via #Oxfam International |  https://t.co/of1SPz8vxR	15-3-2015 18:14:24	0	False	en	False	False	False	ActualNewsTom	224082652	1075	69	717	15006	Manchester, England	8-12-2010 03:05:06	1558	0	https://t.co/of1SPz8vxR	1	Oxfam	1	Null	0	Null	Null	<a href="http://www.apple.com" rel="nofollow">iOS</a>	Null	116	17	Null	Null	Null	Null	Null	Null	Null	donation_needs_or_offers_or_volunteering_services
577768641065836544	Sword City	740	RT @MailOnline: Cyclone Pam ravages Vanuatu as first rescue teams find entire villages blown away http://t.co/eHKH6RX2f8 http://t.co/UO5XP9…	17-3-2015 09:49:13	28	False	en	False	False	True	swordcity2017	2206772727	1581	29	3260	25925	Null	4-12-2013 02:38:44	468	0	http://t.co/eHKH6RX2f8	1	Null	0	MailOnline	1	15438913	Null	<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>	Null	140	17	Daily Mail Online	MailOnline	2424395	13713	290297		15-7-2008 10:17:46	infrastructure_and_utilities_damage
